FileName,md5Hash,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
sample156.exe,965a7fa74157fcf7d180ab6f066b6885,Machine1,901,4711984,1,11,5928985,338,6469407,4,10109,37,433,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample157.exe,59b79a3cdc6a36948ae2bfc6859be0a4,Machine8,743,4609123,1,11,5433517,407,6748586,5,9048,63,551,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample158.exe,fabf2c41e7cf2bdd95cfd6ee57f64c5d,Machine6,1033,4366297,4,10,6194553,132,6813743,3,9967,62,514,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample159.exe,a24a70d51f4709b1c71b48008597c75a,Machine10,1667,4568645,3,11,5751274,349,7249173,3,6976,34,326,,1
sample160.exe,52a15f6bd344b36eee4a5a045252e53b,Machine10,1252,5191617,1,7,6036611,447,6591457,5,11651,32,926,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample161.exe,02dfbc984c6021ebf6785d7f53dc2993,Machine7,766,4507235,3,10,6161268,362,6540343,9,8154,59,909,,1
sample162.exe,43959e2cbf7aa9e7a75ec44ae080886f,Machine9,631,4253767,2,11,5544916,301,6522186,5,7060,49,916,,1
sample163.exe,a58b274de397ca2fa320ed0d950e5b33,Machine8,1499,4221441,3,7,5771249,220,7153772,5,9199,58,1012,,0
sample164.exe,c5ff40fd269e4bdb23782be12c83fc57,Machine6,1297,4767873,4,7,6030163,165,6710303,6,15535,21,459,,0
sample165.exe,c43981b9da34cdee64a6967cf6e0cf13,Machine10,1719,4493511,3,10,5589241,175,6570579,4,6590,45,395,,1
sample166.exe,3aa431c139cbf284b8cddfbed0f0e234,Machine2,955,4992665,3,11,6031909,443,6323266,5,7192,31,773,,1
sample167.exe,cef554013d9769c519ac4b232be8d528,Machine1,964,5153892,2,7,6289569,298,6525075,7,15058,41,1008,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample168.exe,a971a182c3a6f317221815067c546a25,Machine1,726,4213325,1,10,5462460,396,7154847,8,15559,61,784,,1
sample169.exe,a280c9b79b35f00fd2b32f781fb47a99,Machine6,945,5152364,3,7,6144876,288,7012210,3,10223,40,589,,0
sample170.exe,aa359533a605963161246e9ddba95c92,Machine7,1624,4492466,4,11,5287641,136,7228179,3,4393,52,318,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample171.exe,186ff950be2358697f8a96df9496752c,Machine4,634,4195739,2,7,6088199,496,7310119,5,10966,16,520,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample172.exe,ed0138f91c1ef5d1ac732d35319cd40b,Machine7,532,4657248,3,11,5819324,162,6805415,4,13635,29,155,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample173.exe,0638afae82fe7c225596813aa0d7a450,Machine2,1605,4638251,3,7,5929125,418,6715965,5,10190,28,492,,1
sample174.exe,a1a02ab6530203f40b9828c96a7a10be,Machine8,874,4394771,2,11,5783124,176,6947425,7,15487,22,886,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample175.exe,3e297624c6c9076553dc86300c1811ee,Machine8,793,4282722,4,7,5299194,118,6369196,5,15991,19,682,,0
sample176.exe,787fd96586a134899135285826b9a99f,Machine1,1131,4539693,4,7,6017378,484,6629620,6,12098,48,772,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample177.exe,49c494ad84aed2fd8353ef379d458e65,Machine8,1807,4923492,4,10,5929232,101,7089900,9,8427,51,873,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample178.exe,33e2e38669483d97bc95062a45921f54,Machine7,1575,5067088,3,11,5945005,312,6406582,9,9240,29,527,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample179.exe,e77106643a2882316a0db0e7f49c3e6e,Machine1,508,5173360,3,7,6161896,305,6631134,9,7764,27,512,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample180.exe,baba3994a3046ca381eb51d8ce616c2b,Machine5,1836,4582634,4,10,5364903,190,6546554,9,9891,33,295,,0
sample181.exe,4d9a0fa1d8b9df4c53c006fa7d027925,Machine3,1297,4510585,1,7,5676577,212,6437351,5,7598,20,677,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample182.exe,017dc3759e8aedcc71c81fb89964261c,Machine8,1168,4381611,4,10,5857121,207,6494398,6,8736,39,646,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample183.exe,44a1f9174b283c7c2fd32a47e5edc18f,Machine6,1942,4242883,2,7,6055745,249,6625484,4,9770,63,883,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample184.exe,2da0a714836e54f42e7544e2df29be8c,Machine3,686,4766216,3,10,6084809,178,6992784,9,4956,26,733,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample185.exe,13318b8e827c37ee65f219bdc6e59745,Machine9,611,4716755,2,11,6051927,369,6455376,8,10277,54,954,,0
sample186.exe,01bcfa32e8420e99df33fbab20b12f0f,Machine6,747,4586414,2,7,5281092,167,6949374,9,4324,54,1007,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample187.exe,c4630cdee4aef222d33f914aa842880b,Machine7,1504,4463168,1,11,6273304,461,6825094,4,5175,52,716,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample188.exe,4a9b744d6f8eee7769e38bcda0090107,Machine7,1531,4915572,1,11,5399558,361,7239108,7,10090,45,192,,0
sample189.exe,2a2586be6afdd4e1e0aba29fde14b255,Machine5,1408,4779924,4,10,5562209,126,6640429,4,14883,41,178,,0
sample190.exe,5bb40531f13eca0cc6eced836fd1a51e,Machine2,1812,5180512,1,11,5801330,291,7322580,6,4451,51,305,,1
sample191.exe,631c0d7fcf64ffc1af4747e2d4d43078,Machine6,1247,4670946,3,10,5690111,337,7166458,4,11329,23,540,,1
sample192.exe,f031d8cb00ccab4df1b7c2da56b778dd,Machine5,575,4485995,3,10,5385788,113,6858398,6,9445,16,577,,1
sample193.exe,fb03178756410c82fa4b3f0a558e4cdf,Machine6,1745,4422021,3,10,6192344,401,6599244,7,6499,16,748,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample194.exe,7a913a2db6c856779c691d1710841ecf,Machine6,1564,4600149,3,10,5326909,156,6629243,6,11618,24,880,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample195.exe,63b3a004a36a4f23bdff11a85b911155,Machine7,1524,4200728,3,10,5987316,158,6296245,5,4187,19,178,,1
sample196.exe,b34f5a092a97e04601df9d8484fa2581,Machine4,712,4891650,4,7,5987515,117,6712737,9,14398,22,519,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample197.exe,d9536377eeac30e910cde8c316372ca6,Machine9,1633,5200381,3,7,5754359,314,7176794,4,12785,53,922,,0
sample198.exe,7e2390aa999c358efc47c15afa9e6fe1,Machine2,1104,4586493,4,11,6209145,451,7017874,9,6395,23,808,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample199.exe,123e2f9c5a70dacff2c7ecfa558f169e,Machine5,1729,4558279,2,7,6203850,320,6671494,9,14926,29,445,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample200.exe,02469eb6f426bbaf9e68f865c66db0d8,Machine3,1689,4584556,2,10,5919517,305,6693496,3,9066,34,816,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample201.exe,55537c731d286db4718152abcdaf5b8e,Machine10,931,4557003,1,10,5571823,491,6526082,9,10756,33,622,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample202.exe,4d52e580a85956423349f6191df9348b,Machine8,1073,4292851,3,7,5497848,382,6311066,5,4998,19,278,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample203.exe,06e3c95e362fa6e490b4edbd8b1133fa,Machine5,603,5209884,2,11,5410844,373,6559982,8,11523,24,910,,1
sample204.exe,f625bc5da04fd640b22ca4c715c614e6,Machine2,1080,5030262,4,11,5921944,296,6893849,9,6823,63,447,,0
sample205.exe,241ee14ed52df96104fe4ff6a2ecf48b,Machine9,994,4338527,4,7,5860739,143,6744589,9,14828,59,607,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample206.exe,317fdc73d5e7d1caed34a51dd5ae57e1,Machine3,1472,5181505,4,10,5280210,322,6453183,6,11364,19,981,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample207.exe,f8c340c9d6c6cad3472cfcae7b0b8dd8,Machine4,1387,4655568,1,10,6088341,225,6376155,8,10651,60,692,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample208.exe,0f24698d1ce8564e64c598cdc5d0d25d,Machine4,1656,5036402,4,11,5524742,448,6965822,8,4396,27,519,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample209.exe,23921ed192b66e4bfe8c5eb5e12694b4,Machine5,1117,4321490,1,7,5290068,428,6769721,8,10496,26,164,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample210.exe,b21f42d92dfee2bc06d647f5e1eee381,Machine2,1048,5090702,4,10,5358869,286,7309605,5,14154,59,592,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample211.exe,e49ed0458113bc2558a11edac03a654d,Machine7,836,4636181,1,11,5639799,383,6935469,5,6877,31,838,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample212.exe,1bcda9730588a9e3df11c8d2b490db25,Machine3,966,4420719,1,11,5569819,106,6491541,5,4942,43,362,,1
sample213.exe,a6b770ba606a2ed7f0ff9217b2747435,Machine6,665,5134191,2,7,5671834,491,6553707,9,5248,54,532,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample214.exe,c74ce7dc6cf8406f362906a02d84933d,Machine5,1234,5216453,2,11,6004697,281,6758904,9,7424,51,678,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample215.exe,cdaa7d665d44c479ac62fdd2bbc80959,Machine10,873,4530977,4,10,5960128,475,6361925,5,10336,34,516,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample216.exe,f803147bc0ce151cb860963cb267d355,Machine2,1815,5226090,2,11,5732718,126,6788089,6,6004,51,272,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample217.exe,aee748f1a0006d38ba7a0d9ebd70fd66,Machine6,1709,4740226,1,11,5499267,223,7268145,4,10269,37,866,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample218.exe,38bb2d4a4291de37e2774797bebcdfe4,Machine10,765,5091867,1,11,5502773,303,6722585,4,11653,44,239,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample219.exe,f3f85bdde710cc473c9578147d3df3e1,Machine5,550,5171944,3,7,6167333,393,6340876,5,6213,49,312,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample220.exe,8b828328f5c436229e24175af38c2c78,Machine6,1237,5132663,3,10,5650439,193,7192116,3,8889,41,379,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample221.exe,2823e9eca23fa78f31c664758d60d3e6,Machine8,1700,4963475,1,11,5735800,120,7326534,4,13598,26,1007,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample222.exe,3fc163fc26ac3abc86bcfa08e4342eef,Machine5,1024,4198287,2,7,5619024,475,6749103,6,15122,17,910,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample223.exe,4b44bc87ea37058dd015c6d424d52bce,Machine5,999,4625223,1,11,5742027,320,6857469,9,8810,37,871,,1
sample224.exe,8e16534470e06217c1b9ed8ae407e4eb,Machine3,1623,4573164,4,10,5819019,251,7274569,6,12304,41,255,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample225.exe,43ad8d58c3542d01dcc85d6ec933c2a9,Machine3,858,4889373,3,11,6186988,285,7285642,4,14199,26,143,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample226.exe,079de159905ccc18531b83e772a7ff55,Machine2,1560,4572579,3,7,5421442,237,7182920,6,15697,57,600,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample227.exe,eadde99cf56455ee4dbcfc48a7ba2a8b,Machine4,1810,4737761,2,11,5872950,228,6361562,6,14345,29,782,,1
sample228.exe,20916864be10d64b6eb8caea5e12e6ab,Machine1,1671,4471088,1,11,6039045,202,7001232,7,6025,18,886,,0
sample229.exe,fa53983f0d7d1e8ffd1b5f62c8dba4d5,Machine2,1946,4522929,3,11,5827345,150,6358367,6,10970,34,388,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample230.exe,d6a284b14169eeb481ae865e98310700,Machine10,928,4588368,2,7,5431034,138,7249758,4,13388,36,724,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample231.exe,25237a1d5b21ea5b1a4235b06ef77a30,Machine2,535,4354232,3,11,6266749,352,7312126,4,14016,23,233,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample232.exe,50db1426befa471d5e3b57d46321808d,Machine7,1282,4964671,2,11,6102606,137,6950117,8,9447,56,872,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample233.exe,a727832193db1d26e16e85ef0b4f83fe,Machine10,529,4595160,3,7,5453701,482,6326566,8,14236,37,692,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample234.exe,4075e497c8167797cab5b2b36eae09d1,Machine9,560,4941242,4,7,5503822,233,7161008,9,5878,53,843,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,0
sample235.exe,03b44990d60a792db8740348018de2bd,Machine7,1516,4600709,3,10,6042705,159,6702780,3,15181,62,380,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample236.exe,819b7919408f4ac0f7a6ddec2741dd83,Machine4,1861,4421427,1,7,6268137,387,6865414,5,15290,35,949,,1
sample237.exe,3690ae21dad8429f756f583b37a9229d,Machine1,1335,5166330,2,11,5439598,445,7039984,4,14969,42,605,,1
sample238.exe,abf237d9e63f9eedebc1a185c6464586,Machine8,655,5231165,2,11,5540460,303,6534086,6,11696,22,963,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample239.exe,f2034a3ad12ad28157b505a4ece78c7d,Machine4,1655,4246634,3,7,6095902,245,7127671,8,15771,16,372,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample240.exe,c1a18cc7db93551c3a1c867e21957437,Machine3,1557,5106131,1,10,6016866,131,7168513,8,14187,24,940,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample241.exe,3c519d6fb380ce72bdf0521d1c1e4be5,Machine6,935,5168401,3,7,5580547,259,7027055,3,10196,37,346,,0
sample242.exe,c2b4468e04f46d19908163bd0d8d3cef,Machine10,1935,5179437,3,10,5308544,184,6759615,7,10351,63,508,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample243.exe,63497467bda481abed77fa3ddfa3c0b9,Machine8,1752,5215200,3,7,5654365,190,6581441,9,9804,53,347,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
sample244.exe,91d8671e13492ba0d1e7c2915540d1fb,Machine4,556,5088830,4,10,5581100,139,6874749,8,5656,19,898,,1
sample245.exe,0213ea0de021c816582c003f3f1ba41b,Machine5,777,4508694,2,10,6290092,345,7161109,3,7941,62,316,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample246.exe,4a34dcffa31976423e78e796176ebba6,Machine8,1179,4519137,1,11,5326060,278,6521646,6,4172,56,194,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample247.exe,9b2e0050f1e23824cc3cc07aa6faf35d,Machine7,1854,5070438,4,10,6049663,174,6465280,4,15547,57,637,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample248.exe,25e3836107a4cd0e70be77b057c2d4f8,Machine8,1041,4517513,4,11,5859955,394,6434518,9,7723,44,663,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0
sample249.exe,63b0cbd9f4a3a03b011f9112ff913ac2,Machine4,741,5044997,3,7,5663677,168,6704292,9,13263,52,877,3J98t1WpEZ73CNmQviecrnyiWrnqRhW,1
sample250.exe,5f09e06223ce5c6d30e988cafb28d3bb,Machine7,1425,4310348,3,7,6211838,479,6368922,3,13115,55,156,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,1
